hwWlanStaMac;hwWlanStaUsername;hwWlanStaApMac;hwWlanStaApName;hwWlanStaApGroup;hwWlanStaRadioId;hwWlanStaAssocBand;hwWlanStaSupportBand;hwWlanStaAccessChannel;hwWlanStaRfMode;hwWlanStaHtMode;hwWlanStaMcsVal;hwWlanStaShortGIStatus;hwWlanStaConnectRxRate;hwWlanStaConnectTxRate;hwWlanStaEssName;hwWlanStaBSSID;hwWlanStaSsid;hwWlanStaStatus;hwWlanStaAuthenMethod;hwWlanStaEncryptMethod;hwWlanStaQosMode;hwWlanStaRoamStatus;hwWlanStaVlan;hwWlanStaIP;hwWlanStaIPv6;hwWlanStaGateway;hwWlanStaAssocTime;hwWlanStaAccessTime;hwWlanStaOnlineTime;hwWlanStaAccessOnlineTime;hwWlanStaStatOperMode;hwWlanStaWirelessStatRxFrames;hwWlanStaWirelessRxBytes;hwWlanStaWirelessRxRate;hwWlanStaWirelessStatTxFrames;hwWlanStaWirelessTxBytes;hwWlanStaWirelessTxRate;hwWlanStaPeriodSendDropFrames;hwWlanStaPeriodReSendFrames;hwWlanStaPeriodReSendBytes;hwWlanStaRssi;hwWlanStaNoise;hwWlanStaSnrUs;hwWlanStaRxPowerUs;hwWlanStaChannelUtilRate;hwWlanStaChannelBusyRate;hwWlanStaChannelTxRatio;hwWlanStaChannelRxRatio;hwWlanStaChannelFreeRate;hwWlanStaChannelInterfRate;hwWlanStaPeriodSendFrames;hwWlanStaApId;hwWlanStationUapsdCapacity;hwWlanStationPowerSavePercent;hwWlanStaAssocStartTime;hwWlanStaAssocSuccessTime;hwWlanStaAuthStartTime;hwWlanStaAuthSuccessTime;hwWlanStaDhcpStartTime;hwWlanStaDhcpSuccessTime;hwWlanStaVHTCapable;hwWlanStaVHTTxBFCapable;hwWlanStaMUMIMOCapable;hwWlanStaWpaStartTime;hwWlanStaWpaSuccessTime;hwWlanStaWirelessPacketDelay;hwWlanStaAccessSuccessRate;hwWlanStaTotalAccessTime;hwWlanStaDelayStatus;hwWlanStaAssocDuration;hwWlanStaWpaDuration;hwWlanStaAuthDuration;hwWlanStaDhcpDuration;hwWlanStationDevType;hwWlanStaNaviACID;hwWlanStaWirelessStatRxIPv6Frames;hwWlanStaWirelessRxIPv6Bytes;hwWlanStaWirelessStatTxIPv6Frames;hwWlanStaWirelessTxIPv6Bytes;hwWlanStaGatewayIPv6;hwWlanStaCategoryName;hwWlanStaVendorName;hwWlanStaModelName;hwWlanStaOS;Index Value
12-5C-64-05-;;B0-08-75-C7-6C-60;KTIRIO_Z_R0-AP_1.6;EDUROAM;1;2;3;116;dotac;ht40;9;support;216;135;eduroam;B0-08-75-C7-6C-70;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062451;FE80::1426:6288:789E:818B?2001:648:2D00:3022:1C44:C92B:2406:ED8B?2001:648:2D00:3022:D510:640F:209B:E03D;106241;1708082822;1708082822;2681;2680;;7683;2618272;71520;15054;13129951;248264;0;0;0;-76;0;1800;-7600;1;1;0;0;99;1;1238;111;0;88;1708092137;1708092137;1708092137;1708092137;1708092165;0;support;support;nonsupport;1708092137;1708092137;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.89E+12
12-7F-22-5A-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;dotac;ht40;9;support;6;200;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062023;FE80::107F:22FF:FE5A:8A03?2001:648:2D00:3020:E00C:8420:6E8C:4BAE;106201;1708084312;1708084312;1191;1191;;716;164855;376;590;219871;1368;0;0;0;-64;0;3100;-6400;4;4;2;1;96;1;41;4;0;97;1708091656;1708091656;1708091656;1708091656;0;0;support;support;support;1708091656;1708091656;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.81E+12
12-E7-F4-AB-;;B0-08-75-C7-73-E0;KTIRIO_A_R0-AP_0.8;EDUROAM;1;2;3;60;dotac;ht40;9;support;400;360;eduroam;B0-08-75-C7-73-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062851;FE80::10E7:F4FF:FEAB:CE4F?2001:648:2D00:3024:10E7:F4FF:FEAB:CE4F?2001:648:2D00:3024:7891:8189:5C50:B8D9;106281;1708081233;1708081234;4271;4269;;11524;3373054;23240;50389;57955830;611664;0;4;0;-58;0;3700;-5800;1;1;0;0;99;1;11424;14;0;82;1708088908;1708088908;1708088908;1708088908;1708089337;1708089337;support;support;support;1708088908;1708088909;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;1.82E+15
14-13-33-4C-;;B0-08-75-C7-6C-60;KTIRIO_Z_R0-AP_1.6;EDUROAM;0;1;3;11;dotn;ht20;7;support;72;72;eduroam;B0-08-75-C7-6C-60;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062047;FE80::53A9:89C4:3B1E:78D4?2001:648:2D00:3020:58E5:907D:374A:8235?2001:648:2D00:3020:DCBF:18E6:E7EA:B581;106201;1708083766;1708083766;1738;1738;;1334;320567;312;1023;431396;744;0;1;0;-56;0;3900;-5600;7;7;2;0;93;5;37;111;0;0;1708091082;1708091082;1708091082;1708091083;1708091083;1708091983;nonsupport;nonsupport;nonsupport;1708091083;1708091083;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.02E+12
14-5A-FC-47-;;B0-08-75-C7-6A-C0;KTIRIO_A_R0-AP_2.5;EDUROAM;1;2;3;36;dotac;ht40;9;support;162;180;eduroam;B0-08-75-C7-6A-D0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;10626137;FE80::915C:68D5:BFC0:2E2D?2001:648:2D00:3023:9CB2:18BB:6AB5:6767?2001:648:2D00:3023:693B:62A4:95ED:B945;106261;1708081217;1708081243;4288;4260;;686787;570827151;1326536;200116;20891225;41256;0;113;0;-78;0;1700;-7800;1;1;0;0;99;1;9600;28;0;0;1708091328;1708091328;1708091328;1708091328;1708091328;1708091328;support;support;support;1708091328;1708091328;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.09E+14
14-7D-DA-D0-;;E0-00-84-38-1C-00;KTIRIO_Z_R0-AP_0.5;EDUROAM;1;2;3;60;dotac;ht40;9;support;270;486;eduroam;E0-00-84-38-1C-10;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;20;1062019;FE80::18F3:32BC:2658:F1DD?2001:648:2D00:3020:C4F:F627:97C:53D0?2001:648:2D00:3020:3971:A8F8:B880:3D37;106201;1708084659;1708084660;846;845;;6146;1107371;552;5705;5050800;432;0;0;0;-68;0;2700;-6800;1;1;1;0;99;0;75;101;0;89;1708091859;1708091859;1708091859;1708091859;1708091859;1708091861;support;support;nonsupport;1708091859;1708091859;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.01E+14
16-6C-A0-96-;;E0-00-84-38-27-00;R0_EST-AP_0.3;EDUROAM;0;1;1;1;dotn;ht20;7;support;72;58;eduroam;E0-00-84-38-27-00;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062843;FE80::146C:A0FF:FE96:2CE1?2001:648:2D00:3024:146C:A0FF:FE96:2CE1?2001:648:2D00:3024:5CF3:D414:BC82:7676;106281;1708085434;1708085435;72;70;;0;0;0;0;0;0;0;63;0;-55;0;4000;-5500;23;23;14;1;77;8;0;5;0;0;0;0;0;0;0;0;nonsupport;nonsupport;nonsupport;0;0;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.21E+15
16-7E-96-08-;;B0-08-75-C7-71-A0;KTIRIO_TH_R0-AP_0.1;EDUROAM;0;1;3;6;dotn;ht20;7;support;72;72;eduroam;B0-08-75-C7-71-A0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062637;FE80::147E:96FF:FE08:A6D8?2001:648:2D00:3023:ED8C:8B42:2753:7C34;106261;1708084563;1708084564;943;942;;10015;7323545;39672;28638;31041669;28144;0;63;0;-58;0;3700;-5800;8;8;2;0;92;6;1314;70;0;54;1708092442;1708092442;1708092442;1708092442;0;0;support;support;nonsupport;1708092442;1708092442;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.21E+14
1A-63-E2-4A-;;E0-00-84-38-26-40;R0_EST-AP_0.1;EDUROAM;1;2;3;132;dotac;ht40;9;support;400;400;eduroam;E0-00-84-38-26-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062022;FE80::44E:FC4A:2461:BBC4?2001:648:2D00:3020:14F3:94C5:640B:CE2B?2001:648:2D00:3020:3012:E1E8:2E7B:DCFB;106201;1708085063;1708085063;444;443;;683;123931;4664;782;498572;7664;0;0;0;-50;0;4500;-5000;12;12;10;2;88;0;124;3;0;0;1708092508;1708092508;1708092508;1708092508;0;0;support;support;nonsupport;1708092508;1708092508;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.70E+13
1A-C2-83-84-;;68-4A-AE-AB-B9-E0;R0 GRAFEIA-AP04;EDUROAM;0;1;1;1;dotn;ht20;9;support;65;65;eduroam;68-4A-AE-AB-B9-E0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;22;1062441;FE80::18C2:83FF:FE84:67B?2001:648:2D00:3022:18C2:83FF:FE84:67B?2001:648:2D00:3022:6540:BC90:D049:50A4;106241;1708082028;1708082028;3479;3479;;13872;2818831;99920;18555;18292589;702496;0;11;0;-63;0;3200;-6300;8;8;2;0;92;6;15666;172;0;96;1708089227;1708089227;1708089227;1708089228;1708089228;1708089229;support;nonsupport;nonsupport;1708089228;1708089228;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.62E+14
1A-E8-16-E3-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;dotac;ht40;9;support;200;200;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;106225;FE80::10FE:BC66:56B2:D02D?2001:648:2D00:3021:494:858A:CD5E:9D25?2001:648:2D00:3021:2518:24A9:83D3:5422;106221;1708084609;1708084609;899;897;;543;144168;440;656;479678;40;0;4;0;-55;0;4000;-5500;4;4;2;1;96;1;10;4;0;96;1708091996;1708091996;1708091996;1708091996;0;0;support;support;nonsupport;1708091996;1708091996;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.62E+15
1C-3E-84-64-;;68-4A-AE-AB-CE-60;KTIRIO_B_R1-AP_2.8;EDUROAM;0;1;1;11;dotn;ht20;7;support;72;58;eduroam;68-4A-AE-AB-CE-60;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;21;1062242;FE80::151C:1066:F488:24D6?2001:648:2D00:3021:855C:A094:4219:B9C2;106221;1708081235;1708081237;4273;4271;;28867;3530797;1656;66858;90469594;4088;0;0;0;-53;0;4200;-5300;10;10;2;0;90;8;161;147;0;0;1708088435;1708088435;1708088435;1708088436;1708088437;1708088438;nonsupport;nonsupport;nonsupport;1708088436;1708088436;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.86E+15
1C-61-B4-89-;;E0-00-84-BF-3E-20;KTIRIO_TH_R0-AP_1.7;EDUROAM;1;2;2;44;dotac;ht40;9;support;243;360;eduroam;E0-00-84-BF-3E-30;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062861;FE80::B947:1D41:A394:BD2D?2001:648:2D00:3024:6577:95C5:2CA7:124B?2001:648:2D00:3024:EC59:CF2C:6B0A:157F;106281;1708081245;1708081245;4264;4263;;141832;17419206;67432;341935;330875374;981992;0;216;0;-71;0;2400;-7100;2;2;1;0;98;1;21320;85;0;0;1708088444;1708088444;1708088444;1708088444;1708088444;1708088444;support;support;support;1708088444;1708088444;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.90E+13
1C-CC-D6-76-;;68-4A-AE-AB-B9-E0;R0 GRAFEIA-AP04;EDUROAM;1;2;3;36;dotac;ht40;9;support;121;150;eduroam;68-4A-AE-AB-B9-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062634;FE80::3314:EDCF:D028:FD9B?2001:648:2D00:3023:1990:DE8A:ED96:B72;106261;1708081284;1708081284;4225;4225;;1979;527775;296;1728;748540;1056;0;0;0;-72;0;2300;-7200;0;0;0;0;100;0;37;172;0;97;1708088584;1708088584;1708088584;1708088584;1708089385;1708089385;support;support;nonsupport;1708088584;1708088584;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.82E+14
1C-CC-D6-8F-;;B0-08-75-C7-71-60;KTIRIO_I_R1-AP_0.6;EDUROAM;1;2;3;132;dotac;ht40;9;support;6;200;eduroam;B0-08-75-C7-71-70;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062442;FE80::1ECC:D6FF:FE8F:E649?2001:648:2D00:3022:1DE3:ACDC:E6EF:9F0C;106241;1708081296;1708081297;4214;4212;;857;170736;2472;1008;451729;9928;0;11;0;-71;0;2400;-7100;0;0;0;0;100;0;340;153;0;95;1708088811;1708088811;1708088811;1708088811;1708089404;1708089404;support;support;nonsupport;1708088811;1708088811;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.82E+15
1C-CC-D6-FC-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;dotac;ht40;9;support;6;162;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062873;FE80::71A0:1C35:19CE:E95?2001:648:2D00:3024:C4DA:B2A2:9DBB:D2B2?2001:648:2D00:3024:A547:9EED:9B09:4C7C;106281;1708084598;1708084598;912;912;;6359;1629133;1784;10224;10012617;2624;0;1;0;-67;0;2800;-6700;4;4;2;1;96;1;179;4;0;79;1708092010;1708092010;1708092010;1708092010;0;0;support;nonsupport;nonsupport;1708092010;1708092010;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;2.82E+14
1E-26-81-8E-;;B0-08-75-C7-73-E0;KTIRIO_A_R0-AP_0.8;EDUROAM;1;2;3;60;dotac;ht40;9;support;6;200;eduroam;B0-08-75-C7-73-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;106244;FE80::1C26:81FF:FE8E:F9EF?2001:648:2D00:3022:DCEB:B11:3A67:EAC0;106241;1708081220;1708081220;4291;4289;;3005;949342;8;2680;1322409;0;0;0;0;-60;0;3500;-6000;1;1;0;0;99;1;1;14;0;97;1708088657;1708088657;1708088657;1708088657;1708089430;1708089430;support;support;support;1708088657;1708088657;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;3.04E+15
1E-DC-F0-8F-;;B0-08-75-C7-6C-C0;KTIRIO_I_R1-AP_0.4;EDUROAM;1;2;3;108;;invalid;0;support;65535;65535;eduroam;B0-08-75-C7-6C-D0;eduroam;associatedNotAuthenticated;wpa2Dot1x;aes;null;no;20;0;FE80::1CDC:F0FF:FE8F:5E80?2001:648:2D00:3020:1CDC:F0FF:FE8F:5E80?2001:648:2D00:3020:5DC:B72F:921B:FBEF;0;1708085490;0;22;0;;0;0;0;0;0;0;4294967295;4294967295;0;-71;0;0;-7100;10;10;7;0;90;3;0;151;0;0;0;0;0;0;0;0;support;support;support;0;0;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;3.02E+15
20-47-DA-84-;;E0-00-84-38-26-40;R0_EST-AP_0.1;EDUROAM;0;1;1;6;;ht20;7;support;1;72;eduroam;E0-00-84-38-26-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062416;FE80::2247:DAFF:FE84:FB21?2001:648:2D00:3022:2247:DAFF:FE84:FB21?2001:648:2D00:3022:9456:5AF6:1754:C81E;106241;1708083283;1708083283;2229;2228;;2160;406187;176;2136;1942941;120;0;0;0;-47;0;4800;-4700;10;10;7;0;90;3;26;3;0;88;1708091419;1708091419;1708091419;1708091419;1708091459;1708091459;nonsupport;nonsupport;nonsupport;1708091419;1708091419;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;3.27E+14
20-47-DA-B4-;;68-4A-AE-AB-B0-A0;KTIRIO_B_R1-AP_1.2;EDUROAM;0;1;3;11;;ht20;7;support;58;72;eduroam;68-4A-AE-AB-B0-A0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;23;106268;FE80::2247:DAFF:FEB4:ABB0?2001:648:2D00:3023:C5AA:FF65:B8D7:2F96;106261;1708081243;1708081244;4270;4268;;230;40167;472;181;92207;936;0;0;0;-51;0;4400;-5100;7;7;2;0;93;5;49;133;0;94;1708088443;1708088443;1708088443;1708088443;1708088444;1708088445;nonsupport;nonsupport;nonsupport;1708088443;1708088443;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;3.27E+15
20-C1-9B-8D-;;68-4A-AE-AB-CE-40;KTIRIO_B_R1-AP_2.1;EDUROAM;1;2;3;108;;ht40;9;support;120;180;eduroam;68-4A-AE-AB-CE-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062016;FE80::B89C:4E37:B995:140D?2001:648:2D00:3020:B604:4A86:907F:3E7D?2001:648:2D00:3020:1DDC:ECBE:3CE0:70B2?2001:648:2D00:3020:1CF9:3E14:8E31:7B07;106201;1708082962;1708082962;2551;2550;;116455;11796508;74080;114031;25976209;125656;0;330;0;-88;0;1600;-8800;1;1;0;0;99;1;4931;140;0;0;1708092391;1708092391;1708092391;1708092391;1708092391;0;support;support;support;1708092391;1708092391;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;3.22E+15
22-BA-59-79-;;B0-08-75-C7-72-40;KTIRIO_C_R0-AP_2.2;EDUROAM;1;2;3;52;;ht40;9;support;180;200;eduroam;B0-08-75-C7-72-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;23;1062633;FE80::20BA:59FF:FE79:C9ED?2001:648:2D00:3023:20BA:59FF:FE79:C9ED?2001:648:2D00:3023:1CD6:5820:AFA1:E7F;106261;1708082436;1708082437;3078;3076;;22301;5892702;9624;29375;23726440;59688;0;0;0;-66;0;2900;-6600;0;0;0;0;100;0;1345;40;0;88;1708089716;1708089716;1708089716;1708089717;1708090540;1708090540;support;support;support;1708089717;1708089717;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;3.42E+15
24-41-8C-A8-;;68-4A-AE-AB-AF-40;KTIRIO_I_R1-AP_1.6;EDUROAM;0;1;3;11;;ht20;15;support;58;52;eduroam;68-4A-AE-AB-AF-40;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062269;FE80::6D84:2ED1:6B5:4891?2001:648:2D00:3021:95BD:2E10:5C9C:6F4F?2001:648:2D00:3021:8D7C:E1D1:8707:A282;106221;1708082040;1708082040;3474;3474;;148528;17244916;20432;469169;699031909;739304;0;1;0;-68;0;2700;-6800;11;11;2;0;89;9;11137;161;0;3;1708091045;1708091045;1708091045;1708091045;1708091045;1708091946;nonsupport;nonsupport;nonsupport;1708091045;1708091045;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;3.67E+14
26-92-E3-96-;;E0-00-84-38-25-40;R0_EST-AP_0.2;EDUROAM;1;2;3;36;;ht40;9;support;6;200;eduroam;E0-00-84-38-25-50;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;1062046;FE80::2492:E3FF:FE96:E4C4?2001:648:2D00:3020:2492:E3FF:FE96:E4C4?2001:648:2D00:3020:E981:9FE7:A830:25F0;106201;1708083642;1708083643;1873;1871;;1994;364303;2408;1927;980411;3944;0;0;0;-47;0;4800;-4700;4;4;2;1;96;1;206;4;0;95;1708091016;1708091016;1708091016;1708091017;1708091744;1708091744;support;support;support;1708091017;1708091017;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;3.81E+16
26-D7-39-61-;;E0-00-84-38-27-00;R0_EST-AP_0.3;EDUROAM;1;2;3;100;;ht40;9;support;180;200;eduroam;E0-00-84-38-27-10;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;20;106203;2001:648:2D00:3020:7918:248D:14A6:47E3?FE80::24D7:39FF:FE61:3F41;106201;1708084991;1708084991;524;523;;3453;864853;22080;44156;54864719;1997152;0;0;0;-68;0;2700;-6800;1;1;0;0;99;1;35839;5;0;11;1708092337;1708092337;1708092337;1708092337;0;0;support;nonsupport;nonsupport;1708092337;1708092337;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;3.82E+12
26-EE-EF-CC-;;68-4A-AE-AB-B0-E0;KTIRIO_B_R1-AP_1.8;EDUROAM;1;2;3;36;;ht40;9;support;200;200;eduroam;68-4A-AE-AB-B0-F0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;20;1062028;FE80::24EE:EFFF:FECC:D4E0?2001:648:2D00:3020:24EE:EFFF:FECC:D4E0?2001:648:2D00:3020:2F:570B:D272:62B6;106201;1708081272;1708081272;4244;4243;;19808;3936106;30088;45120;51642308;74576;0;0;0;-67;0;2800;-6700;0;0;0;0;100;0;2141;139;0;81;1708088471;1708088471;1708088471;1708088471;1708088471;1708088472;support;support;nonsupport;1708088471;1708088471;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;3.82E+16
28-16-7F-26-;;E0-00-84-38-27-00;R0_EST-AP_0.3;EDUROAM;0;1;3;1;;ht20;9;support;1;1;eduroam;E0-00-84-38-27-00;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;24;1062862;FE80::CDC5:5846:C367:FFBF?2001:648:2D00:3024:38FE:B9EC:B680:C319?2001:648:2D00:3024:AACF:57B9:7A23:A02E;106281;1708085355;1708085356;161;160;;339;62125;3336;173;44723;120;0;0;0;-62;0;3300;-6200;29;29;5;3;71;21;1;5;0;0;0;0;0;0;0;0;support;nonsupport;nonsupport;0;0;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;4.02E+12
28-87-BA-4A-;;B0-08-75-C7-6C-A0;KTIRIO_C_R0-AP_2.3;EDUROAM;1;2;3;44;;ht40;9;support;200;200;eduroam;B0-08-75-C7-6C-B0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;23;1062666;FE80::2B0C:973F:A33D:643C?2001:648:2D00:3023:D2A9:28F5:3F30:2242?2001:648:2D00:3023:4D31:CA6C:6AC1:2028?2001:648:2D00:3023:D9F0:5EA8:8948:188F?2001:648:2D00:3023:1907:5A4C:4EED:D6F7?2001:648:2D00:3023:50C7:6C4A:5A75:8253;106261;1708081266;1708081267;4251;4249;;5400;950182;3040;10891;11348210;2544;0;0;0;-52;0;4300;-5200;0;0;0;0;100;0;253;41;0;0;1708088466;1708088466;1708088466;1708088467;1708088467;1708088467;support;support;nonsupport;1708088467;1708088467;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;4.01E+14
2A-55-40-A5-;;68-4A-AE-AB-D0-60;KTIRIO_I_R1-AP_1.7;EDUROAM;0;1;3;1;;ht20;9;support;6;43;eduroam;68-4A-AE-AB-D0-60;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;21;1062277;FE80::2855:40FF:FEA5:B83D?2001:648:2D00:3021:357C:A7C5:C383:124;106221;1708081260;1708081260;4257;4257;;42446;9913943;11072;315276;393131994;517848;0;97;0;-66;0;2900;-6600;19;19;8;0;81;11;9263;162;0;74;1708090416;1708090416;1708090416;1708090416;1708091254;1708091254;support;support;support;1708090416;1708090416;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;4.29E+13
2A-5B-FE-55-;;84-46-FE-A3-E4-60;KTIRIO_Z_R0-AP_2.9;EDUROAM;1;2;3;52;;ht40;9;support;162;200;eduroam;84-46-FE-A3-E4-70;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;23;1062652;FE80::10AA:8F2E:49C0:47F0?2001:648:2D00:3023:82F:113C:49AA:3D20?2001:648:2D00:3023:BD30:F9D3:D8A5:4B4A;106261;1708081485;1708081485;4033;4032;;48222;10842281;24856;403997;509523754;1318280;0;0;0;-63;0;3200;-6300;4;4;0;0;96;4;23353;123;0;80;1708088684;1708088684;1708088684;1708088684;1708088684;1708088685;support;support;nonsupport;1708088684;1708088684;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;4.29E+14
2A-65-49-5A-;;E0-00-84-38-25-C0;R0_AMF-AP_0.3;EDUROAM;1;2;3;52;;ht40;9;support;300;400;eduroam;E0-00-84-38-25-D0;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;yes;22;1062432;FE80::2865:49FF:FE5A:D62?2001:648:2D00:3022:2865:49FF:FE5A:D62?2001:648:2D00:3022:588A:B76A:175B:72B2;106241;1708082508;1708082508;3010;3010;;9171;1956091;24;14791;16100939;8;0;30;0;-56;0;3900;-5600;1;1;0;0;99;1;2;2;0;95;1708090247;1708090247;1708090247;1708090247;1708090952;1708090952;support;support;support;1708090247;1708090247;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;4.21E+12
2A-99-E3-7A-;;E0-00-84-BF-3D-20;KTIRIO_TH_R0-AP_2.2;EDUROAM;1;2;3;36;;ht40;9;support;6;200;eduroam;E0-00-84-BF-3D-30;eduroam;associatedAndAuthenticated;wpa2Dot1x;aes;wmm;no;24;1062823;FE80::2899:E3FF:FE7A:7A44?2001:648:2D00:3024:FCF0:C8A0:4C3B:231F;106281;1708081387;1708081387;4132;4130;;1036;393284;16;1063;507894;16;0;0;0;-67;0;2800;-6700;0;0;0;0;100;0;4;89;0;97;1708088586;1708088586;1708088586;1708088587;1708088587;1708088588;support;support;support;1708088587;1708088587;0;0;0;normal;0;0;0;0;;-1;0;0;0;0;FE80::D676:A0FF:FE02:ADFF;;;;;4.22E+15
